,Gender,Age,CodedBefore,Scratch_rating,Microbit_rating,MakeArt_rating,MakePong_rating,KanoCode_rating,MakeSnake_rating,BuildKano_rating,HackMinecraft_rating,TerminalQuest_rating,KanoDeviceFeedback,ChallengingAspect,Want_to_LearnMoreCoding,VisitLibraryBefore,WillVisitLibrary,ITaccess,UseComputersOften,WillUseDevices
0,male,15,Alittle,not_used,not_used,5,5,not_used,not_used,not_used,not_used,5,verygood,none,yes,rarely,yes,home,veryregularly,yes
1,male,14,No,not_used,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,not_used,verygood,experience,yes,never,yes,no,never,yes
2,male,16,No,5,not_used,5,not_used,not_used,not_used,not_used,not_used,not_used,verygood,experience,maybe,sometimes,yes,school,sometimes,yes
3,male,17,No,5,not_used,5,not_used,not_used,not_used,not_used,not_used,not_used,verygood,experience,yes,sometimes,yes,school,never,yes
4,male,13,No,not_used,not_used,5,not_used,not_used,not_used,not_used,not_used,not_used,verygood,experience,yes,sometimes,yes,no,never,yes
5,male,16,No,not_used,not_used,4,not_used,not_used,not_used,not_used,not_used,not_used,verygood,none,yes,never,yes,school,sometimes,yes
6,male,17,Alittle,not_used,5,5,not_used,not_used,not_used,not_used,not_used,not_used,verygood,both,yes,never,yes,school,regularly,yes
7,male,15,Alittle,not_used,5,5,not_used,not_used,not_used,not_used,not_used,not_used,verygood,english,yes,never,yes,home,regularly,yes
8,male,16,No,not_used,3,4,not_used,not_used,not_used,not_used,not_used,not_used,okay,both,yes,never,yes,school,sometimes,yes
9,male,17,Alittle,not_used,not_used,3,not_used,not_used,not_used,not_used,not_used,not_used,good,none,yes,never,yes,no,sometimes,yes
10,male,17,Alittle,not_used,not_rated,not_used,not_used,not_used,not_rated,not_used,not_used,not_used,good,none,yes,sometimes,yes,home,sometimes,yes
11,male,16,No,not_used,not_used,3,not_used,not_used,2,not_used,not_used,not_used,good,experience,yes,never,yes,school,sometimes,yes
12,male,17,No,not_used,not_used,2,not_used,not_used,3,not_used,not_used,not_used,good,english,yes,never,yes,school,sometimes,yes
13,male,16,Alittle,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,not_rated,not_used,verygood,none,yes,sometimes,yes,home,sometimes,yes
14,male,16,Alittle,not_used,not_used,4,not_used,not_used,not_used,not_used,not_used,not_used,good,experience,yes,sometimes,yes,home,sometimes,yes
15,male,16,Alittle,not_rated,not_used,not_used,not_used,not_used,not_used,not_used,not_used,not_used,good,none,maybe,sometimes,yes,school,veryregularly,maybe
16,male,16,No,not_used,not_used,not_used,not_used,not_used,not_used,not_used,not_used,not_rated,verygood,experience,yes,sometimes,yes,no,regularly,maybe
17,male,16,No,not_used,not_used,not_used,not_used,not_used,not_used,not_used,not_used,not_rated,verygood,experience,yes,sometimes,yes,no,regularly,yes
18,male,16,No,not_used,3,4,not_used,not_used,4,not_used,not_used,not_used,good,none,yes,never,yes,no,sometimes,yes
