,Gender,Age,Pre_CanDoCoding,Pre_CodingImportance,Pre_CodingInterest,ITaccess,UseComputersOften,VisitLibraryBefore,DesireLibraryVisit,Post_CanDoCoding,Post_CodingInterest,Post_CodingImportance,WorkshopFeedback,Scratch_rating,Microbit_rating,MakeArt_rating,MakePong_rating,KanoCode_rating,MakeSnake_rating,HackMinecraft_rating,TerminalQuest_rating,VisitLibrary_Activities,VisitLibrary_Devices
49,male,13,no,very,somewhat,home,rarely,never,somewhat,yes,notmuch,somewhat,good,not_used,2,not_used,not_used,not_used,not_used,not_used,not_used,no,no
50,male,16,dontknow,somewhat,somewhat,no,regularly,never,very,yes,somewhat,very,verygood,not_used,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
51,male,14,no,very,very,home,regularly,never,very,yes,very,very,verygood,not_used,not_used,5,not_used,not_used,not_used,not_used,not_used,yes,yes
52,male,13,no,somewhat,very,no,sometimes,sometimes,very,yes,very,very,verygood,not_used,not_used,not_used,not_used,not_used,not_used,not_used,not_used,yes,yes
53,male,15,yes,somewhat,very,home,veryregularly,never,somewhat,dontknow,somewhat,very,verygood,4,5,3,not_used,not_used,not_used,not_used,not_used,yes,yes
54,male,13,no,very,very,no,rarely,never,very,yes,very,very,verygood,not_used,not_used,5,not_used,not_used,not_used,not_used,not_used,yes,yes
55,male,14,dontknow,unsure,somewhat,home,veryregularly,rarely,unsure,dontknow,somewhat,somewhat,good,4,not_used,3,not_used,not_used,not_used,not_used,not_used,maybe,maybe
56,male,13,dontknow,somewhat,very,home,regularly,rarely,somewhat,dontknow,somewhat,somewhat,good,3,not_used,2,not_used,not_used,not_used,not_used,not_used,yes,yes
57,male,14,dontknow,very,very,home,regularly,rarely,somewhat,yes,somewhat,somewhat,good,not_used,3,5,not_used,4,not_used,not_used,not_used,maybe,yes
58,male,15,yes,very,very,no,sometimes,never,somewhat,yes,very,very,good,not_used,5,4,not_used,5,not_used,not_used,not_used,yes,yes
59,male,16,no,very,very,no,regularly,never,very,yes,very,somewhat,verygood,not_used,5,4,not_used,not_used,not_used,not_used,not_used,yes,yes
60,male,15,no,very,very,home,regularly,sometimes,somewhat,yes,very,somewhat,verygood,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,not_used,maybe,yes
61,male,16,no,somewhat,somewhat,home,veryregularly,never,somewhat,yes,very,very,verygood,not_used,4,5,not_used,not_used,not_used,not_used,not_used,yes,yes
62,male,16,no,very,very,home,veryregularly,never,somewhat,yes,very,very,verygood,not_used,4,5,not_used,not_used,not_used,not_used,not_used,yes,yes
63,male,14,yes,very,very,home,regularly,never,somewhat,yes,very,very,verygood,not_used,5,4,not_used,not_used,not_used,not_used,not_used,maybe,maybe
64,male,15,dontknow,somewhat,somewhat,no,sometimes,never,notmuch,yes,somewhat,somewhat,good,2,not_used,not_used,not_used,not_used,not_used,4,not_used,yes,yes
65,male,15,dontknow,somewhat,very,home,veryregularly,never,somewhat,dontknow,very,somewhat,okay,not_used,4,2,not_used,not_used,not_used,not_used,not_used,maybe,yes
66,male,16,no,somewhat,somewhat,home,veryregularly,rarely,unsure,dontknow,somewhat,somewhat,okay,not_used,4,3,not_used,not_used,not_used,not_used,not_used,maybe,yes
67,male,14,dontknow,very,somewhat,home,sometimes,never,somewhat,yes,very,very,verygood,not_used,not_rated,not_rated,not_rated,not_used,not_used,not_used,not_used,yes,yes
68,male,15,no,somewhat,very,home,regularly,rarely,somewhat,yes,somewhat,very,bad,1,not_used,not_used,not_used,not_used,not_used,1,not_used,yes,yes
69,male,14,yes,somewhat,somewhat,home,regularly,never,somewhat,yes,somewhat,somewhat,verygood,not_used,not_rated,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
70,male,15,no,very,very,home,regularly,never,somewhat,yes,very,very,okay,not_used,not_rated,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
71,male,14,dontknow,very,very,no,rarely,never,somewhat,yes,very,very,verygood,not_used,not_rated,not_rated,not_rated,not_used,not_used,not_used,not_used,yes,yes
72,male,15,yes,somewhat,somewhat,home,veryregularly,veryregularly,somewhat,yes,somewhat,somewhat,verygood,not_used,not_used,not_used,not_used,not_used,not_used,not_used,not_used,yes,yes
73,male,16,yes,somewhat,somewhat,home,veryregularly,veryregularly,somewhat,yes,somewhat,somewhat,good,not_used,not_used,not_used,not_used,not_used,not_used,not_used,not_used,yes,yes
74,female,15,dontknow,very,very,no,sometimes,sometimes,very,yes,very,very,verygood,5,5,5,not_used,not_used,not_used,not_used,not_used,yes,yes
75,female,15,no,very,very,no,regularly,sometimes,very,yes,very,very,verygood,not_used,not_used,not_rated,not_used,not_rated,not_used,not_used,not_rated,yes,yes
76,female,13,dontknow,very,very,no,rarely,never,very,yes,very,very,verygood,not_used,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
77,female,13,dontknow,very,very,no,rarely,never,very,yes,very,very,verygood,not_used,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
78,female,14,dontknow,very,very,home,sometimes,never,very,yes,very,very,verygood,not_used,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
79,female,14,dontknow,very,very,home,sometimes,never,very,yes,very,very,verygood,not_used,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
80,female,15,no,very,somewhat,no,rarely,never,somewhat,yes,somewhat,very,verygood,not_used,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
81,female,15,yes,somewhat,somewhat,home,regularly,sometimes,somewhat,yes,somewhat,somewhat,good,not_used,not_used,3,not_used,not_used,not_used,not_used,not_used,maybe,yes
82,female,14,dontknow,unsure,somewhat,home,regularly,never,very,yes,very,somewhat,verygood,not_used,not_used,5,not_used,not_used,not_used,not_used,not_used,yes,yes
83,female,15,yes,somewhat,somewhat,home,regularly,sometimes,somewhat,yes,somewhat,somewhat,good,not_used,not_used,3,not_used,not_used,not_used,not_used,not_used,maybe,yes
84,female,14,dontknow,somewhat,somewhat,no,sometimes,rarely,somewhat,dontknow,somewhat,somewhat,verygood,not_used,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
85,female,15,no,very,very,no,regularly,sometimes,very,yes,very,very,verygood,not_used,not_used,not_rated,not_used,not_used,not_used,not_used,not_rated,yes,yes
86,female,12,no,very,very,no,never,never,very,yes,very,very,verygood,5,not_used,5,not_used,not_used,not_used,not_used,not_used,yes,yes
87,female,14,no,somewhat,somewhat,school,sometimes,sometimes,somewhat,yes,very,very,verygood,not_used,5,5,not_used,not_used,not_used,not_used,not_used,yes,yes
88,female,12,dontknow,somewhat,somewhat,no,sometimes,sometimes,somewhat,yes,very,very,verygood,5,not_used,5,not_used,not_used,not_used,not_used,not_used,yes,yes
89,female,15,no,somewhat,somewhat,school,sometimes,sometimes,somewhat,yes,somewhat,somewhat,verygood,not_used,5,5,not_used,not_used,not_used,not_used,not_used,maybe,yes
90,female,14,no,somewhat,somewhat,school,sometimes,sometimes,somewhat,yes,somewhat,somewhat,verygood,not_used,5,5,not_used,not_used,not_used,not_used,not_used,maybe,yes
91,female,13,no,very,somewhat,school,never,never,very,yes,very,very,verygood,not_used,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
92,female,13,dontknow,very,very,no,regularly,never,somewhat,dontknow,very,very,verygood,not_used,5,5,not_used,not_used,not_used,not_used,not_used,yes,yes
93,female,14,no,unsure,somewhat,no,sometimes,rarely,somewhat,yes,very,somewhat,good,not_used,not_used,4,not_used,not_used,not_used,not_used,not_used,yes,yes
94,female,13,dontknow,very,very,no,rarely,never,somewhat,dontknow,very,very,verygood,not_used,5,5,not_used,not_used,not_used,not_used,not_used,yes,yes
95,female,15,no,somewhat,somewhat,home,regularly,regularly,very,yes,somewhat,somewhat,good,not_used,not_used,4,not_used,not_used,not_used,not_used,not_used,yes,yes
96,female,14,no,unsure,very,no,sometimes,sometimes,unsure,yes,somewhat,unsure,good,3,2,5,4,not_used,not_used,not_used,not_used,no,maybe
97,female,14,no,very,very,school,sometimes,never,very,yes,very,very,verygood,not_used,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,yes,maybe
98,female,13,yes,very,somewhat,school,sometimes,sometimes,very,yes,very,somewhat,verygood,5,not_used,5,not_used,not_used,not_used,not_used,not_used,maybe,maybe
99,female,11,no,very,unsure,home,rarely,never,very,yes,very,very,verygood,not_used,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
100,female,12,dontknow,somewhat,somewhat,home,sometimes,rarely,very,yes,very,very,verygood,not_used,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
101,female,13,no,very,very,no,rarely,rarely,somewhat,yes,very,very,verygood,not_used,not_used,5,not_used,not_used,not_used,not_used,not_used,yes,yes
102,female,13,no,unsure,unsure,home,sometimes,rarely,somewhat,yes,somewhat,somewhat,good,not_used,not_used,5,not_used,4,not_used,not_used,not_used,yes,yes
103,female,14,no,very,very,no,sometimes,regularly,very,yes,very,very,verygood,3,3,5,not_used,not_used,not_used,not_used,not_used,yes,yes
104,female,11,no,unsure,somewhat,home,regularly,sometimes,unsure,yes,very,somewhat,verygood,not_rated,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,maybe,maybe
105,female,15,dontknow,very,very,no,sometimes,sometimes,very,yes,very,very,verygood,5,not_used,5,not_used,not_used,not_used,not_used,not_used,yes,yes
106,female,14,no,very,very,no,sometimes,rarely,somewhat,dontknow,somewhat,somewhat,verygood,not_rated,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,maybe,maybe
107,female,14,dontknow,very,very,home,veryregularly,rarely,somewhat,yes,very,very,verygood,5,not_used,5,not_used,not_used,not_used,not_used,not_used,yes,yes
108,female,13,no,very,very,home,veryregularly,rarely,somewhat,dontknow,somewhat,somewhat,good,not_rated,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,maybe,maybe
109,female,14,no,very,somewhat,home,veryregularly,never,somewhat,dontknow,unsure,very,verygood,not_rated,not_rated,not_used,not_used,not_used,not_used,not_used,not_used,yes,yes
110,female,12,no,very,very,home,regularly,rarely,somewhat,yes,very,very,verygood,not_rated,not_used,not_rated,not_used,not_rated,not_used,not_used,not_used,yes,maybe
