,Gender,Age,Pre_CanDoCoding,Pre_CodingImportance,Pre_CodingInterest,ITaccess,UseComputersOften,VisitLibraryBefore,DesireLibraryVisit,Post_CanDoCoding,Post_CodingInterest,Post_CodingImportance,WorkshopFeedback,Scratch_rating,Microbit_rating,MakeArt_rating,MakePong_rating,KanoCode_rating,MakeSnake_rating,HackMinecraft_rating,TerminalQuest_rating,VisitLibrary_Activities,VisitLibrary_Devices
58,female,15,no,somewhat,somewhat,school,sometimes,sometimes,somewhat,yes,very,very,verygood,not_rated,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
59,female,15,no,somewhat,very,school,sometimes,never,very,yes,very,very,verygood,not_used,5,5,not_used,5,not_used,not_used,not_used,yes,yes
60,female,15,no,somewhat,very,school,sometimes,sometimes,somewhat,yes,very,very,verygood,not_used,5,5,not_used,5,not_used,not_used,not_used,yes,yes
61,female,14,no,somewhat,somewhat,school,regularly,never,somewhat,yes,somewhat,somewhat,good,not_used,not_used,not_rated,not_used,not_used,not_used,not_used,not_rated,yes,yes
62,female,15,no,somewhat,somewhat,school,sometimes,sometimes,somewhat,yes,very,very,verygood,not_used,not_used,5,not_used,not_used,not_used,not_used,5,yes,yes
63,female,15,no,somewhat,somewhat,school,regularly,never,somewhat,yes,somewhat,somewhat,verygood,not_used,not_used,5,not_used,not_used,not_used,not_used,5,yes,yes
64,female,15,no,very,very,school,sometimes,never,somewhat,yes,somewhat,somewhat,good,not_used,not_used,4,not_used,not_used,not_used,not_used,5,yes,yes
65,female,15,no,somewhat,somewhat,school,sometimes,sometimes,somewhat,yes,somewhat,somewhat,verygood,not_rated,not_used,5,not_used,not_used,not_used,not_used,not_used,yes,yes
66,female,15,no,somewhat,somewhat,school,sometimes,sometimes,somewhat,yes,very,very,verygood,5,not_used,5,not_used,not_used,not_used,not_used,5,yes,yes
67,female,15,no,somewhat,somewhat,school,sometimes,sometimes,somewhat,yes,somewhat,very,verygood,not_rated,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
68,female,16,no,somewhat,somewhat,school,sometimes,sometimes,somewhat,yes,very,very,verygood,not_rated,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
69,female,16,no,somewhat,somewhat,school,sometimes,sometimes,somewhat,yes,somewhat,very,verygood,not_rated,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
70,male,13,no,very,very,home,veryregularly,veryregularly,unsure,yes,very,very,verygood,4,not_used,5,not_used,not_used,not_used,not_used,not_used,yes,yes
71,male,15,dontknow,very,very,home,regularly,veryregularly,very,dontknow,very,very,verygood,4,not_used,4,not_used,not_used,not_used,not_used,not_used,yes,yes
72,male,17,dontknow,very,very,no,sometimes,never,unsure,dontknow,somewhat,somewhat,good,2,not_used,5,not_used,not_used,not_used,not_used,not_used,yes,yes
73,male,15,dontknow,very,very,home,regularly,sometimes,very,yes,very,very,good,4,not_used,5,not_used,not_used,not_used,not_used,not_used,yes,yes
74,male,16,dontknow,very,very,no,rarely,never,unsure,dontknow,somewhat,somewhat,good,2,not_used,5,not_used,not_used,not_used,not_used,not_used,no,maybe
75,male,15,dontknow,very,very,no,never,never,very,yes,very,very,verygood,not_used,not_used,not_used,not_used,not_used,not_used,not_used,not_used,yes,yes
76,male,14,dontknow,unsure,somewhat,home,veryregularly,rarely,somewhat,yes,somewhat,somewhat,good,not_used,not_used,not_used,not_used,not_used,not_used,not_used,not_used,yes,yes
77,male,15,yes,very,very,no,regularly,sometimes,somewhat,yes,somewhat,very,verygood,5,not_used,5,5,not_used,not_used,not_used,not_used,yes,yes
78,male,11,dontknow,very,very,no,never,never,very,yes,very,very,verygood,not_used,not_used,not_used,not_used,not_used,not_used,not_used,not_used,yes,yes
79,male,14,dontknow,somewhat,somewhat,home,sometimes,never,somewhat,yes,very,very,verygood,not_used,4,5,not_used,not_used,not_used,not_used,not_used,yes,yes
80,male,15,no,very,very,no,regularly,sometimes,very,yes,very,very,verygood,not_used,not_used,5,5,not_used,not_used,not_used,not_used,yes,yes
81,male,14,dontknow,somewhat,somewhat,home,sometimes,sometimes,somewhat,yes,very,very,verygood,not_used,not_used,not_rated,not_rated,not_used,not_used,not_used,not_used,yes,yes
82,male,15,dontknow,somewhat,somewhat,home,sometimes,sometimes,very,yes,very,very,verygood,not_used,4,5,not_used,not_used,not_used,not_used,not_used,yes,yes
83,male,15,dontknow,very,somewhat,home,regularly,never,unsure,yes,somewhat,very,verygood,not_used,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
84,male,14,dontknow,very,very,home,regularly,never,somewhat,yes,very,somewhat,verygood,not_used,5,5,not_used,not_used,not_used,not_used,not_used,yes,no
85,male,14,no,somewhat,very,home,regularly,never,somewhat,yes,very,somewhat,verygood,not_used,5,5,not_used,not_used,not_used,not_used,not_used,yes,yes
86,male,15,dontknow,somewhat,very,home,regularly,rarely,somewhat,yes,very,very,verygood,1,not_used,5,not_used,not_used,not_used,not_used,not_used,yes,yes
87,male,14,dontknow,somewhat,very,home,regularly,never,somewhat,yes,very,very,verygood,1,not_used,5,not_used,not_used,not_used,not_used,not_used,yes,yes
88,male,15,dontknow,very,very,home,regularly,rarely,somewhat,yes,very,very,verygood,not_used,not_used,5,not_used,not_used,not_used,not_used,not_used,yes,yes
89,female,15,yes,somewhat,somewhat,no,sometimes,never,very,yes,very,very,verygood,not_used,not_used,5,not_used,not_used,not_used,not_used,not_used,yes,yes
90,female,13,dontknow,somewhat,somewhat,home,sometimes,never,somewhat,yes,somewhat,somewhat,good,not_used,not_used,4,not_used,not_used,not_used,not_used,not_used,yes,yes
91,female,12,yes,very,very,no,sometimes,never,very,yes,very,very,good,not_used,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
92,female,15,yes,somewhat,somewhat,no,sometimes,never,very,yes,very,very,verygood,not_used,not_used,5,not_used,not_used,not_used,not_used,not_used,yes,yes
93,female,14,yes,somewhat,somewhat,no,regularly,sometimes,somewhat,yes,very,very,verygood,not_used,5,5,not_used,not_used,not_used,not_used,not_used,yes,yes
94,female,14,yes,very,somewhat,home,regularly,never,very,yes,very,very,verygood,not_used,not_used,5,not_used,not_used,not_used,not_used,not_used,yes,yes
95,female,13,yes,very,very,home,regularly,never,very,yes,very,very,verygood,not_used,not_used,not_used,not_used,not_used,not_used,not_used,not_used,yes,yes
96,female,14,yes,very,very,home,regularly,never,very,yes,very,very,verygood,not_used,not_used,5,not_used,not_used,not_used,not_used,not_used,yes,yes
97,female,14,yes,somewhat,somewhat,home,regularly,sometimes,somewhat,yes,very,very,verygood,not_used,5,5,not_used,not_used,not_used,not_used,not_used,yes,yes
98,female,14,dontknow,very,very,home,veryregularly,never,somewhat,yes,very,very,verygood,not_used,5,5,not_used,not_used,not_used,not_used,4,yes,yes
99,female,15,dontknow,very,very,home,regularly,sometimes,very,yes,very,very,verygood,not_used,5,5,not_used,not_used,not_used,not_used,5,yes,yes
100,female,15,no,somewhat,very,home,sometimes,never,very,dontknow,very,very,verygood,not_used,5,not_rated,not_used,not_used,not_used,not_used,not_used,maybe,maybe
101,female,15,no,somewhat,very,no,sometimes,never,very,yes,very,very,verygood,not_used,not_used,5,not_used,not_used,not_used,not_used,not_used,yes,yes
102,female,15,no,somewhat,very,no,sometimes,never,very,yes,very,very,verygood,not_used,5,not_rated,not_used,not_used,not_used,not_used,not_used,maybe,maybe
103,female,15,no,very,very,no,sometimes,rarely,very,yes,very,very,verygood,not_used,not_used,5,not_used,not_used,not_used,not_used,not_used,yes,yes
104,female,15,dontknow,very,very,school,regularly,rarely,very,yes,very,very,verygood,not_used,not_used,5,not_used,not_used,not_used,not_used,not_used,yes,yes
105,female,15,dontknow,very,very,school,regularly,rarely,very,yes,very,very,verygood,not_used,not_used,5,not_used,not_used,not_used,not_used,4,yes,yes
106,female,15,dontknow,very,very,school,veryregularly,sometimes,very,yes,very,very,verygood,not_used,not_used,5,not_used,not_used,not_used,not_used,4,yes,yes
107,female,15,dontknow,very,very,school,sometimes,sometimes,very,yes,very,very,verygood,not_used,not_used,5,not_used,not_used,not_used,not_used,4,yes,yes
