,Gender,Age,Pre_CanDoCoding,Pre_CodingImportance,Pre_CodingInterest,ITaccess,UseComputersOften,VisitLibraryBefore,DesireLibraryVisit,Post_CanDoCoding,Post_CodingInterest,Post_CodingImportance,WorkshopFeedback,Scratch_rating,Microbit_rating,MakeArt_rating,MakePong_rating,KanoCode_rating,MakeSnake_rating,HackMinecraft_rating,TerminalQuest_rating,VisitLibrary_Activities,VisitLibrary_Devices
32,male,15,dontknow,unsure,very,school,sometimes,never,very,yes,very,very,good,not_used,5,5,not_used,5,not_used,not_used,not_used,yes,yes
33,male,14,no,very,somewhat,no,sometimes,never,somewhat,yes,very,very,okay,not_used,not_used,not_used,not_used,not_used,not_used,not_used,not_used,yes,yes
34,male,15,dontknow,somewhat,somewhat,no,sometimes,sometimes,somewhat,yes,very,very,verygood,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,not_used,yes,yes
35,male,15,dontknow,somewhat,somewhat,no,sometimes,sometimes,somewhat,yes,somewhat,somewhat,good,not_used,3,5,not_used,not_used,not_used,not_used,not_used,yes,yes
36,male,15,dontknow,unsure,very,school,sometimes,regularly,very,yes,very,somewhat,verygood,not_used,3,5,not_used,not_used,not_used,not_used,not_used,yes,yes
37,male,14,no,somewhat,very,home,veryregularly,never,somewhat,yes,very,somewhat,verygood,not_rated,not_used,not_used,not_used,not_used,not_used,not_used,not_used,yes,yes
38,male,13,no,somewhat,somewhat,no,never,never,somewhat,yes,somewhat,somewhat,verygood,not_rated,not_used,not_used,not_used,not_used,not_used,not_used,not_used,yes,yes
39,male,15,no,somewhat,somewhat,home,sometimes,never,somewhat,yes,very,somewhat,verygood,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,not_used,yes,yes
40,male,15,no,somewhat,very,home,veryregularly,never,somewhat,yes,very,very,verygood,not_used,not_rated,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
41,male,14,no,somewhat,very,no,regularly,never,somewhat,yes,very,somewhat,verygood,not_used,not_rated,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
42,male,15,dontknow,somewhat,very,no,rarely,sometimes,somewhat,yes,very,somewhat,good,not_used,not_rated,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
43,male,15,dontknow,somewhat,very,home,veryregularly,sometimes,somewhat,yes,very,somewhat,good,not_used,not_rated,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
44,male,15,dontknow,somewhat,very,home,veryregularly,sometimes,somewhat,yes,very,somewhat,good,not_used,not_rated,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
45,female,13,no,somewhat,very,home,regularly,rarely,somewhat,yes,very,very,verygood,5,5,5,not_used,not_used,not_used,not_used,not_used,yes,yes
46,female,14,dontknow,very,very,no,sometimes,never,very,yes,very,very,verygood,not_used,not_used,5,not_used,not_used,not_used,not_used,not_used,yes,yes
47,female,15,no,somewhat,very,home,rarely,rarely,very,yes,very,very,verygood,3,2,5,not_used,not_used,not_used,not_used,not_used,maybe,maybe
48,female,15,yes,very,somewhat,no,sometimes,sometimes,very,yes,very,very,verygood,3,4,5,not_used,not_used,not_used,not_used,not_used,maybe,maybe
49,female,14,no,very,very,no,sometimes,never,very,yes,very,very,good,not_rated,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,maybe,yes
50,female,15,dontknow,unsure,unsure,home,regularly,rarely,unsure,yes,very,very,verygood,not_used,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
51,female,14,no,very,very,no,rarely,never,somewhat,yes,very,somewhat,verygood,not_used,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
52,female,15,dontknow,very,very,school,regularly,regularly,very,yes,very,very,verygood,not_rated,not_used,not_rated,not_used,not_used,not_used,not_rated,not_used,maybe,maybe
53,female,14,dontknow,somewhat,somewhat,home,sometimes,never,somewhat,yes,somewhat,somewhat,good,not_used,not_used,5,not_used,not_used,not_used,not_used,not_used,yes,yes
54,female,14,dontknow,very,somewhat,no,sometimes,rarely,very,yes,very,very,verygood,not_used,not_used,not_used,not_used,not_used,not_used,not_used,not_used,yes,yes
55,female,14,yes,very,very,school,regularly,sometimes,very,yes,very,very,verygood,5,not_used,5,not_used,not_used,4,5,not_used,yes,yes
56,female,14,yes,very,very,school,regularly,sometimes,very,yes,very,very,verygood,5,not_used,5,not_used,4,4,5,not_used,yes,yes
57,female,14,yes,very,very,school,regularly,regularly,very,yes,very,very,verygood,5,not_used,5,not_used,not_used,not_used,5,not_used,maybe,maybe
58,female,14,no,somewhat,very,no,rarely,never,somewhat,yes,very,somewhat,good,not_used,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
59,female,13,dontknow,very,very,school,sometimes,sometimes,very,yes,very,very,verygood,not_rated,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
60,female,14,no,very,very,no,sometimes,never,very,yes,very,very,verygood,not_rated,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,maybe,yes
61,female,15,no,somewhat,somewhat,no,rarely,never,somewhat,yes,somewhat,somewhat,good,not_used,not_used,not_used,not_used,not_used,not_used,not_used,not_used,maybe,maybe
62,female,14,no,very,very,home,sometimes,never,very,yes,very,very,verygood,not_used,not_rated,not_rated,not_used,not_rated,not_used,not_used,not_used,yes,yes
63,female,14,no,very,very,school,sometimes,never,very,yes,very,very,verygood,not_used,not_rated,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
64,female,15,no,very,very,home,regularly,sometimes,very,yes,very,very,verygood,5,not_used,not_used,not_used,not_used,not_used,not_used,not_used,yes,yes
65,female,15,no,very,very,no,regularly,regularly,very,yes,very,very,verygood,not_used,not_rated,not_rated,not_used,not_used,not_used,not_used,not_used,maybe,yes
66,female,15,no,very,very,no,regularly,regularly,very,yes,very,very,verygood,not_used,not_rated,not_rated,not_used,not_used,not_used,not_used,not_used,maybe,yes
67,female,15,no,very,very,no,veryregularly,sometimes,very,yes,very,very,verygood,not_used,not_rated,not_rated,not_used,not_used,not_used,not_used,not_used,maybe,maybe
68,female,15,dontknow,very,very,home,regularly,sometimes,very,dontknow,very,very,good,not_used,not_rated,not_rated,not_used,not_used,not_used,not_used,not_used,maybe,yes
69,female,15,no,very,very,home,regularly,sometimes,very,yes,very,very,verygood,5,not_used,not_used,not_used,not_used,not_used,not_used,not_used,yes,yes
70,female,15,no,somewhat,very,home,sometimes,rarely,very,yes,very,very,verygood,not_used,5,5,not_used,not_used,not_used,not_used,not_used,yes,yes
71,female,15,no,very,very,no,regularly,sometimes,very,yes,very,very,verygood,not_used,not_rated,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
72,female,15,no,somewhat,very,home,regularly,rarely,very,yes,very,very,verygood,not_used,4,5,not_used,not_used,not_used,not_used,not_used,yes,yes
