,Gender,Age,Pre_CanDoCoding,Pre_CodingImportance,Pre_CodingInterest,ITaccess,UseComputersOften,VisitLibraryBefore,DesireLibraryVisit,Post_CanDoCoding,Post_CodingInterest,Post_CodingImportance,WorkshopFeedback,Scratch_rating,Microbit_rating,MakeArt_rating,MakePong_rating,KanoCode_rating,MakeSnake_rating,HackMinecraft_rating,TerminalQuest_rating,VisitLibrary_Activities,VisitLibrary_Devices
33,female,14,no,somewhat,somewhat,school,sometimes,sometimes,somewhat,yes,somewhat,somewhat,verygood,not_used,5,5,not_used,not_used,not_used,not_used,not_used,yes,yes
34,female,16,dontknow,somewhat,somewhat,school,rarely,sometimes,somewhat,yes,very,very,verygood,not_used,3,5,not_used,4,not_used,not_used,not_used,yes,yes
35,female,14,no,somewhat,somewhat,school,sometimes,sometimes,somewhat,yes,very,very,verygood,not_used,5,5,not_used,5,not_used,not_used,not_used,yes,yes
36,female,14,no,somewhat,somewhat,school,sometimes,sometimes,somewhat,yes,very,very,verygood,5,not_used,5,not_used,not_used,not_used,not_used,not_used,yes,yes
37,female,16,yes,very,very,home,regularly,sometimes,very,yes,very,very,verygood,not_used,5,5,not_used,not_used,not_used,not_used,not_used,yes,yes
38,male,14,yes,very,very,school,sometimes,sometimes,very,yes,somewhat,somewhat,good,not_used,not_used,not_used,not_used,not_used,not_used,not_used,not_used,maybe,yes
39,male,14,yes,very,very,school,veryregularly,sometimes,very,yes,somewhat,somewhat,good,not_used,not_used,not_used,not_used,not_used,not_used,not_used,not_used,maybe,maybe
40,male,17,dontknow,unsure,somewhat,no,rarely,rarely,somewhat,yes,somewhat,somewhat,good,not_used,not_rated,not_rated,not_used,not_used,not_used,not_used,not_used,maybe,maybe
41,male,15,yes,very,very,no,sometimes,sometimes,very,yes,very,very,verygood,not_used,not_rated,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
42,male,16,yes,somewhat,somewhat,no,regularly,rarely,somewhat,yes,very,somewhat,verygood,not_rated,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
43,male,15,no,very,very,school,regularly,sometimes,very,yes,somewhat,somewhat,verygood,not_used,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
44,male,17,dontknow,unsure,somewhat,no,regularly,rarely,somewhat,yes,very,somewhat,good,not_used,not_rated,not_rated,not_used,not_used,not_used,not_used,not_used,maybe,maybe
45,male,17,yes,very,very,no,sometimes,sometimes,unsure,yes,very,very,okay,not_used,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,maybe,maybe
46,male,16,no,somewhat,somewhat,home,regularly,sometimes,somewhat,yes,very,very,verygood,not_used,not_used,5,not_used,not_used,not_used,not_used,5,yes,yes
47,male,16,no,somewhat,somewhat,no,rarely,sometimes,somewhat,yes,somewhat,somewhat,verygood,not_used,not_used,5,not_used,not_used,not_used,not_used,5,yes,yes
48,male,15,no,very,very,school,regularly,never,very,yes,somewhat,somewhat,verygood,not_used,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
49,male,14,yes,somewhat,somewhat,school,sometimes,never,somewhat,yes,somewhat,very,verygood,not_rated,not_rated,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
50,male,15,yes,very,very,school,sometimes,veryregularly,very,yes,very,very,verygood,not_used,not_used,not_used,not_used,not_used,not_used,not_used,not_used,yes,yes
51,male,16,yes,very,very,home,regularly,never,somewhat,yes,somewhat,somewhat,good,not_used,not_used,not_used,not_used,not_used,not_used,not_used,not_used,yes,yes
52,male,16,no,somewhat,very,no,sometimes,sometimes,somewhat,yes,very,somewhat,verygood,not_used,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
53,male,14,no,somewhat,somewhat,home,sometimes,rarely,somewhat,yes,somewhat,somewhat,good,not_used,4,4,not_used,not_used,not_used,not_used,not_used,yes,yes
54,male,14,no,unsure,somewhat,home,regularly,rarely,somewhat,yes,somewhat,somewhat,verygood,2,not_used,4,not_used,not_used,not_used,not_used,not_used,maybe,maybe
55,male,16,yes,very,very,home,veryregularly,regularly,very,yes,very,very,verygood,not_rated,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
56,male,16,yes,very,very,home,veryregularly,regularly,very,yes,very,very,verygood,not_used,not_rated,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
57,male,16,yes,very,very,home,veryregularly,regularly,very,yes,very,very,verygood,not_used,5,5,not_used,not_used,not_used,not_used,not_used,yes,yes
58,male,13,no,somewhat,somewhat,home,regularly,sometimes,somewhat,yes,very,somewhat,verygood,not_used,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
59,male,13,no,somewhat,very,no,sometimes,sometimes,somewhat,yes,very,somewhat,verygood,not_used,not_used,not_rated,not_used,not_used,not_used,not_used,not_rated,yes,yes
60,male,15,no,very,somewhat,no,rarely,never,somewhat,yes,somewhat,somewhat,okay,not_used,3,4,not_used,not_used,not_used,not_used,not_used,yes,maybe
61,male,14,no,somewhat,somewhat,no,sometimes,sometimes,somewhat,yes,somewhat,somewhat,good,not_used,4,4,not_used,not_used,not_used,not_used,not_used,yes,yes
62,male,15,no,very,somewhat,home,regularly,never,unsure,yes,notmuch,somewhat,okay,not_used,2,4,not_used,not_used,not_used,not_used,not_used,no,no
63,male,14,no,unsure,somewhat,home,sometimes,never,unsure,yes,unsure,somewhat,good,not_used,3,4,not_used,not_used,not_used,not_used,not_used,maybe,maybe
64,male,16,yes,very,very,home,sometimes,sometimes,somewhat,yes,somewhat,somewhat,okay,not_rated,not_used,not_used,not_used,not_used,not_used,not_used,not_used,yes,maybe
65,male,15,yes,very,very,home,sometimes,sometimes,very,yes,somewhat,somewhat,okay,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,not_used,yes,maybe
66,male,15,yes,very,somewhat,school,sometimes,never,somewhat,dontknow,somewhat,somewhat,good,not_rated,not_used,not_used,not_used,not_used,not_used,not_used,not_used,maybe,maybe
67,male,16,yes,very,very,home,regularly,never,somewhat,yes,somewhat,somewhat,good,not_used,not_used,not_used,not_used,not_used,not_used,not_used,not_used,yes,yes
68,male,17,yes,very,very,home,regularly,never,somewhat,yes,very,very,verygood,not_rated,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
69,male,15,yes,very,very,home,veryregularly,veryregularly,very,yes,very,very,verygood,not_used,5,5,not_used,not_used,not_used,not_used,not_used,yes,yes
70,male,14,yes,very,very,no,regularly,veryregularly,very,yes,very,very,verygood,not_used,5,5,not_used,not_used,not_used,not_used,not_used,yes,yes
71,male,15,yes,very,very,school,sometimes,sometimes,very,yes,very,very,verygood,not_used,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
72,male,14,no,unsure,somewhat,no,sometimes,never,very,yes,very,very,good,not_used,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
73,male,15,yes,somewhat,very,no,sometimes,sometimes,somewhat,yes,very,very,verygood,not_used,not_used,not_rated,not_used,not_rated,not_used,not_used,not_used,maybe,maybe
74,female,16,no,somewhat,somewhat,no,rarely,never,somewhat,yes,somewhat,somewhat,good,not_used,not_rated,not_rated,not_used,not_used,not_used,not_used,not_used,maybe,maybe
75,female,17,no,somewhat,somewhat,no,rarely,never,somewhat,yes,somewhat,somewhat,good,not_used,not_rated,not_rated,not_used,not_used,not_used,not_used,not_used,maybe,maybe
76,female,17,no,somewhat,somewhat,no,rarely,sometimes,very,yes,very,very,good,not_used,not_rated,not_rated,not_used,not_used,not_used,not_used,not_used,maybe,maybe
77,female,16,no,somewhat,somewhat,no,sometimes,never,very,yes,somewhat,somewhat,good,not_used,not_used,not_rated,not_used,not_rated,not_used,not_used,not_used,maybe,yes
78,female,15,no,somewhat,somewhat,no,sometimes,never,very,yes,somewhat,somewhat,verygood,not_used,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,maybe,yes
79,female,15,dontknow,somewhat,somewhat,no,never,sometimes,somewhat,dontknow,somewhat,somewhat,good,3,not_used,4,not_used,not_used,not_used,not_used,not_used,yes,maybe
80,female,15,no,somewhat,somewhat,no,sometimes,sometimes,very,yes,somewhat,somewhat,good,not_used,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,maybe,maybe
81,female,15,no,somewhat,somewhat,no,sometimes,never,very,yes,somewhat,somewhat,good,not_rated,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
82,female,15,dontknow,somewhat,somewhat,home,sometimes,never,somewhat,yes,very,somewhat,verygood,not_used,not_used,5,not_used,4,not_used,not_used,not_used,yes,yes
83,female,17,no,very,very,school,sometimes,never,very,yes,somewhat,very,verygood,not_used,not_rated,not_rated,not_used,not_used,not_used,not_used,not_used,maybe,yes
84,female,17,dontknow,unsure,unsure,no,sometimes,sometimes,unsure,yes,somewhat,very,verygood,not_used,not_used,not_used,not_used,not_used,not_used,not_used,not_used,yes,yes
85,female,16,no,very,very,school,veryregularly,sometimes,very,yes,very,very,verygood,not_used,not_used,not_used,not_rated,not_used,not_used,not_used,not_used,yes,yes
86,female,15,dontknow,very,very,no,rarely,rarely,very,yes,very,very,verygood,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,not_used,yes,yes
87,female,13,no,very,very,no,rarely,never,very,yes,somewhat,somewhat,verygood,not_used,not_used,not_used,not_rated,not_used,not_used,not_used,not_used,yes,maybe
88,female,14,no,very,very,no,rarely,never,very,yes,very,very,verygood,not_used,not_used,not_used,not_rated,not_used,not_used,not_used,not_used,yes,maybe
89,female,13,yes,notmuch,somewhat,no,sometimes,sometimes,very,yes,very,very,verygood,not_used,not_used,not_used,not_rated,not_used,not_used,not_used,not_used,yes,maybe
90,female,17,no,very,somewhat,school,never,sometimes,somewhat,yes,somewhat,somewhat,good,not_used,not_used,not_rated,not_used,not_used,not_used,not_used,not_rated,maybe,maybe
91,female,14,dontknow,somewhat,somewhat,no,sometimes,sometimes,somewhat,yes,very,somewhat,verygood,not_used,not_used,5,not_used,4,not_used,not_used,not_used,yes,yes
92,female,18,yes,very,very,school,sometimes,never,very,yes,very,very,verygood,not_rated,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
93,female,14,yes,somewhat,somewhat,no,sometimes,sometimes,very,yes,very,very,verygood,not_used,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
94,female,15,no,very,very,school,veryregularly,never,very,yes,very,very,verygood,not_used,not_rated,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
95,female,14,no,very,very,home,regularly,sometimes,somewhat,yes,very,very,verygood,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,not_used,yes,yes
96,female,18,no,very,very,school,rarely,never,somewhat,yes,somewhat,very,good,not_rated,not_used,not_rated,not_used,not_used,not_used,not_used,not_used,maybe,yes
97,female,15,yes,very,very,school,regularly,sometimes,very,yes,very,very,verygood,not_used,not_rated,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
98,male,16,dontknow,somewhat,very,home,sometimes,regularly,very,yes,very,somewhat,verygood,not_used,5,3,not_used,not_used,not_used,not_used,not_used,maybe,yes
99,male,15,dontknow,somewhat,somewhat,home,regularly,regularly,somewhat,yes,very,very,verygood,not_used,5,not_used,not_used,not_used,not_used,not_used,not_used,yes,yes
100,male,15,yes,somewhat,somewhat,home,regularly,sometimes,somewhat,yes,very,very,good,4,not_used,5,not_used,not_used,not_used,not_used,not_used,yes,yes
101,male,15,yes,somewhat,somewhat,school,sometimes,sometimes,very,yes,very,very,good,4,not_used,5,not_used,not_used,not_used,not_used,not_used,yes,yes
102,male,15,dontknow,very,somewhat,home,regularly,regularly,somewhat,yes,somewhat,very,verygood,not_used,5,not_used,not_used,not_used,not_used,not_used,not_used,yes,yes
103,male,16,dontknow,somewhat,very,no,regularly,sometimes,somewhat,yes,very,somewhat,verygood,not_used,5,3,not_used,not_used,not_used,not_used,not_used,maybe,yes
104,male,16,dontknow,somewhat,very,home,regularly,rarely,very,yes,very,somewhat,verygood,not_used,not_used,4,not_used,not_used,not_used,not_used,3,yes,yes
105,male,15,dontknow,very,very,no,sometimes,rarely,unsure,yes,very,somewhat,verygood,not_used,not_used,4,not_used,not_used,not_used,not_used,5,maybe,yes
106,male,16,dontknow,somewhat,very,no,sometimes,rarely,very,yes,very,very,good,4,not_used,3,not_used,not_used,not_used,not_used,not_used,yes,yes
107,male,13,dontknow,unsure,somewhat,school,sometimes,rarely,somewhat,no,unsure,somewhat,okay,3,not_used,5,not_used,not_used,not_used,not_used,2,yes,yes
108,male,16,dontknow,unsure,very,no,sometimes,rarely,unsure,yes,very,somewhat,verygood,5,not_used,5,not_used,not_used,not_used,not_used,not_used,yes,yes
109,male,16,dontknow,unsure,very,no,sometimes,rarely,unsure,yes,very,somewhat,verygood,not_used,5,5,not_used,not_used,not_used,not_used,not_used,yes,yes
110,male,15,dontknow,unsure,very,no,sometimes,rarely,unsure,yes,very,somewhat,verygood,not_used,5,5,not_used,not_used,not_used,not_used,not_used,yes,yes
111,male,15,dontknow,very,very,no,sometimes,sometimes,very,yes,very,somewhat,verygood,not_used,not_used,5,not_used,not_used,not_used,not_used,not_used,yes,yes
112,male,15,dontknow,unsure,somewhat,school,sometimes,rarely,somewhat,yes,very,very,good,not_rated,not_rated,not_rated,not_used,not_used,not_used,not_used,not_used,yes,yes
113,male,13,no,unsure,very,school,veryregularly,rarely,somewhat,yes,very,very,verygood,not_rated,not_used,not_rated,not_used,not_used,not_used,not_used,not_rated,yes,yes
